"id","country_id","name","sequence","timestamp"
"64","53","7 provinces","1","2016-06-09 03:13:29"
"65","55","15 provinces","1","2016-06-09 03:13:29"
"66","55","1 special municipality","2","2016-06-09 03:13:29"
"67","37","2 geographical regions","1","2016-06-09 03:13:29"
"68","37","22 municipalities","2","2016-06-09 03:13:29"
"69","57","6 districts","1","2016-06-09 03:13:29"
"70","58","14 regions","1","2016-06-09 03:13:29"
"71","58","91 districts","2","2016-06-09 03:13:29"
"72","82","16 Länder","1","2016-06-09 03:13:29"
"73","61","5 regions","1","2016-06-09 03:13:29"
"74","61","1 city","2","2016-06-09 03:13:29"
"75","60","5 regions","1","2016-06-09 03:13:29"
"76","62","10 parishes","1","2016-06-09 03:13:29"
"77","63","10 regions","1","2016-06-09 03:13:29"
"78","63","1 district","2","2016-06-09 03:13:29"
"79","63","31 provinces","3","2016-06-09 03:13:29"
"80","3","48 provinces","1","2016-06-09 03:13:29"
"81","64","24 provinces","1","2016-06-09 03:13:29"
"82","69","15 counties","1","2016-06-09 03:13:29"
"83","65","27 governorates","1","2016-06-09 03:13:29"
"84","68","6 regions","1","2016-06-09 03:13:29"
"85","208","17 autonomous communities","1","2016-06-09 03:13:29"
"86","208","2 autonomous cities in North Africa","2","2016-06-09 03:13:29"
"87","208","50 provinces","3","2016-06-09 03:13:29"
"88","70","2 administrations","1","2016-06-09 03:13:29"
"89","70","9 states","2","2016-06-09 03:13:29"
"90","74","19 regions","1","2016-06-09 03:13:29"
"91","73","4 divisions","1","2016-06-09 03:13:29"
"92","73","1 dependency","2","2016-06-09 03:13:29"
"93","73","14 provinces","3","2016-06-09 03:13:29"
"94","144","4 states","1","2016-06-09 03:13:29"
"95","75","22 metropolitan regions","1","2016-06-09 03:13:29"
"96","75","overseas departments","2","2016-06-09 03:13:29"
"97","75","96 metropolitan departments","3","2016-06-09 03:13:29"
"98","75","1 dependency","4","2016-06-09 03:13:29"
"99","75","7 overseas territorial collectivities","5","2016-06-09 03:13:29"
"100","79","9 provinces","1","2016-06-09 03:13:29"
"101","234","3 countries","1","2016-06-09 03:13:29"
"102","234","1 province","2","2016-06-09 03:13:29"
"103","234","78 unitary authorities","3","2016-06-09 03:13:29"
"104","234","27 two-tier counties","4","2016-06-09 03:13:29"
"105","234","32 london boroughs","5","2016-06-09 03:13:29"
"106","234","1 city corporation","6","2016-06-09 03:13:29"
"107","234","36 metropolitan districts","7","2016-06-09 03:13:29"
"108","234","11 districts","8","2016-06-09 03:13:29"
"109","234","32 council areas","9","2016-06-09 03:13:29"
"110","87","6 parishes","1","2016-06-09 03:13:29"
"111","87","1 dependency","2","2016-06-09 03:13:29"
"112","81","2 autonomous republics","1","2016-06-09 03:13:29"
"113","81","1 city","2","2016-06-09 03:13:29"
"114","81","9 regions","3","2016-06-09 03:13:29"
"115","83","10 regions","1","2016-06-09 03:13:29"
"116","86","4 municipalities","1","2016-06-09 03:13:29"
"117","80","1 city","1","2016-06-09 03:13:29"
"118","80","5 divisions","2","2016-06-09 03:13:29"
"119","92","7 administrative regions","1","2016-06-09 03:13:29"
"120","92","1 governorate","2","2016-06-09 03:13:29"
"121","92","33 prefectures","3","2016-06-09 03:13:29"
"122","67","2 regions","1","2016-06-09 03:13:29"
"123","67","7 provinces","2","2016-06-09 03:13:29"
"124","85","13 administrative regions","1","2016-06-09 03:13:29"
"125","85","51 departments","2","2016-06-09 03:13:29"
"126","85","1 self-governed part","3","2016-06-09 03:13:29"
"127","90","22 departments","1","2016-06-09 03:13:29"
"128","93","3 provinces","1","2016-06-09 03:13:29"
"129","93","1 autonomous sector","2","2016-06-09 03:13:29"
"130","93","8 regions","3","2016-06-09 03:13:29"
"131","94","10 regions","1","2016-06-09 03:13:29"
"132","98","18 departments","1","2016-06-09 03:13:29"
"133","54","1 city","1","2016-06-09 03:13:29"
"134","54","20 counties","2","2016-06-09 03:13:29"
"135","95","10 departments","1","2016-06-09 03:13:29"
"136","100","1 capital city","1","2016-06-09 03:13:29"
"137","100","19 counties","2","2016-06-09 03:13:29"
"138","100","23 cities of county right","3","2016-06-09 03:13:29"
"139","103","7 geographical units","1","2016-06-09 03:13:29"
"140","103","1 autonomous province","2","2016-06-09 03:13:29"
"141","103","31 provinces","3","2016-06-09 03:13:29"
"142","103","1 special district","4","2016-06-09 03:13:29"
"143","103","1 special region","5","2016-06-09 03:13:29"
"144","106","4 provinces","1","2016-06-09 03:13:29"
"145","106","26 counties","2","2016-06-09 03:13:29"
"146","108","6 districts","1","2016-06-09 03:13:29"
"147","102","29 states","1","2016-06-09 03:13:29"
"148","102","7 union territories","2","2016-06-09 03:13:29"
"149","105","18 governorates","1","2016-06-09 03:13:29"
"150","104","31 provinces","1","2016-06-09 03:13:29"
"151","101","8 regions","1","2016-06-09 03:13:29"
"152","109","20 regions","1","2016-06-09 03:13:29"
"153","109","110 provinces","2","2016-06-09 03:13:29"
"154","110","14 parishes","1","2016-06-09 03:13:29"
"155","113","12 governorates","1","2016-06-09 03:13:29"
"156","111","47 prefectures","1","2016-06-09 03:13:29"
"157","115","47 counties","1","2016-06-09 03:13:29"
"158","120","2 cities","1","2016-06-09 03:13:29"
"159","120","7 regions","2","2016-06-09 03:13:29"
"160","38","1 autonomous municipality","1","2016-06-09 03:13:29"
"161","38","24 provinces","2","2016-06-09 03:13:29"
"162","116","3 groups of islands","1","2016-06-09 03:13:29"
"163","49","3 islands","1","2016-06-09 03:13:29"
"164","186","2 states","1","2016-06-09 03:13:29"
"165","186","14 parishes","2","2016-06-09 03:13:29"
"166","117","1 capital city","1","2016-06-09 03:13:29"
"167","117","1 special city","2","2016-06-09 03:13:29"
"168","117","9 provinces","3","2016-06-09 03:13:29"
"169","118","6 metropolitan cities","1","2016-06-09 03:13:29"
"170","118","1 special city","2","2016-06-09 03:13:29"
"171","118","1 special self-governing city","3","2016-06-09 03:13:29"
"172","118","8 provinces","4","2016-06-09 03:13:29"
"173","118","1 special self-governing province","5","2016-06-09 03:13:29"
"174","119","6 governorates","1","2016-06-09 03:13:29"
"175","114","2 cities","1","2016-06-09 03:13:29"
"176","114","14 regions","2","2016-06-09 03:13:29"
"177","121","1 prefecture","1","2016-06-09 03:13:29"
"178","121","17 provinces","2","2016-06-09 03:13:29"
"179","123","8 governorates","1","2016-06-09 03:13:29"
"180","187","10 districts","1","2016-06-09 03:13:29"
"181","127","11 communes","1","2016-06-09 03:13:29"
"182","209","9 provinces","1","2016-06-09 03:13:29"
"183","209","25 districts","2","2016-06-09 03:13:29"
"184","125","15 counties","1","2016-06-09 03:13:29"
"185","124","10 districts","1","2016-06-09 03:13:29"
"186","128","10 counties","1","2016-06-09 03:13:29"
"187","128","9 municipalities","2","2016-06-09 03:13:29"
"188","128","7 city municipalities","3","2016-06-09 03:13:29"
"189","128","44 district municipalities","4","2016-06-09 03:13:29"
"190","129","12 cantons","1","2016-06-09 03:13:29"
"191","122","110 municipalities","1","2016-06-09 03:13:29"
"192","122","9 republican cities","2","2016-06-09 03:13:29"
"193","126","22 popularates","1","2016-06-09 03:13:29"
"194","150","16 regions","1","2016-06-09 03:13:29"
"195","150","46 provinces","2","2016-06-09 03:13:29"
"196","150","17 prefectures","3","2016-06-09 03:13:29"
"197","146","17 quarters","1","2016-06-09 03:13:29"
"198","145","1 autonomous territorial unit","1","2016-06-09 03:13:29"
"199","145","3 cities","2","2016-06-09 03:13:29"
"200","145","32 districts","3","2016-06-09 03:13:29"
"201","145","1 territorial unit","4","2016-06-09 03:13:29"
"202","148","23 municipalities","1","2016-06-09 03:13:29"
"203","132","6 provinces","1","2016-06-09 03:13:29"
"204","138","2 chains of islands","1","2016-06-09 03:13:29"
"205","138","24 municipalities","2","2016-06-09 03:13:29"
"206","131","71 municipalities","1","2016-06-09 03:13:29"
"207","136","1 district","1","2016-06-09 03:13:29"
"208","136","8 regions","2","2016-06-09 03:13:29"
"209","152","7 regions","1","2016-06-09 03:13:29"
"210","152","7 states","2","2016-06-09 03:13:29"
"211","152","1 union territory","3","2016-06-09 03:13:29"
"212","147","1 capital city","1","2016-06-09 03:13:29"
"213","147","21 provinces","2","2016-06-09 03:13:29"
"214","140","15 regions","1","2016-06-09 03:13:29"
"215","137","68 local councils","1","2016-06-09 03:13:29"
"216","141","3 dependencies","1","2016-06-09 03:13:29"
"217","141","9 districts","2","2016-06-09 03:13:29"
"218","135","7 provinces","1","2016-06-09 03:13:29"
"219","135","1 capital","2","2016-06-09 03:13:29"
"220","135","20 administrative atolls","3","2016-06-09 03:13:29"
"221","133","3 regions","1","2016-06-09 03:13:29"
"222","133","28 districts","2","2016-06-09 03:13:29"
"223","143","31 states","1","2016-06-09 03:13:29"
"224","143","1 federal district","2","2016-06-09 03:13:29"
"225","134","3 federal territories","1","2016-06-09 03:13:29"
"226","134","13 states","2","2016-06-09 03:13:29"
"227","151","1 city","1","2016-06-09 03:13:29"
"228","151","10 provinces","2","2016-06-09 03:13:29"
"229","153","14 regions","1","2016-06-09 03:13:29"
"230","160","1 urban community","1","2016-06-09 03:13:29"
"231","160","7 departments","2","2016-06-09 03:13:29"
"232","161","1 capital territory","1","2016-06-09 03:13:29"
"233","161","36 states","2","2016-06-09 03:13:29"
"234","159","15 departments","1","2016-06-09 03:13:29"
"235","159","2 autonomous regions","2","2016-06-09 03:13:29"
"236","156","12 provinces","1","2016-06-09 03:13:29"
"237","156","3 countries","2","2016-06-09 03:13:29"
"238","156","3 special municipalities","3","2016-06-09 03:13:29"
"239","165","19 counties","1","2016-06-09 03:13:29"
"240","165","2 arctic regions","2","2016-06-09 03:13:29"
"241","155","5 development regions","1","2016-06-09 03:13:29"
"242","155","14 zones","2","2016-06-09 03:13:29"
"243","154","14 districts","1","2016-06-09 03:13:29"
"244","158","16 regions","1","2016-06-09 03:13:29"
"245","158","1 special island authority","2","2016-06-09 03:13:29"
"246","166","11 governorates","1","2016-06-09 03:13:29"
"247","170","10 provinces","1","2016-06-09 03:13:29"
"248","170","3 indigenous regions","2","2016-06-09 03:13:29"
"249","173","25 regions","1","2016-06-09 03:13:29"
"250","173","1 municipality","2","2016-06-09 03:13:29"
"251","171","1 district","1","2016-06-09 03:13:29"
"252","171","20 provinces","2","2016-06-09 03:13:29"
"253","171","1 autonomous region","3","2016-06-09 03:13:29"
"254","174","17 regions","1","2016-06-09 03:13:29"
"255","174","81 provinces","2","2016-06-09 03:13:29"
"256","167","1 federal capital territory","1","2016-06-09 03:13:29"
"257","167","4 provinces","2","2016-06-09 03:13:29"
"258","167","1 territory","3","2016-06-09 03:13:29"
"259","167","2 Pakistan administered areas","4","2016-06-09 03:13:29"
"260","176","16 provinces","1","2016-06-09 03:13:29"
"261","169","16 governorates","1","2016-06-09 03:13:29"
"262","177","18 districts","1","2016-06-09 03:13:29"
"263","177","2 autonomous regions","2","2016-06-09 03:13:29"
"264","168","16 states","1","2016-06-09 03:13:29"
"265","172","1 capital","1","2016-06-09 03:13:29"
"266","172","17 departments","2","2016-06-09 03:13:29"
"267","179","7 municipalities","1","2016-06-09 03:13:29"
"268","180","41 departments","1","2016-06-09 03:13:29"
"269","180","1 municipality","2","2016-06-09 03:13:29"
"270","196","2 autonomous provinces","1","2016-06-09 03:13:29"
"271","196","1 city","2","2016-06-09 03:13:29"
"272","196","29 districts","3","2016-06-09 03:13:29"
"273","181","21 republics","1","2016-06-09 03:13:29"
"274","181","9 administrative territories","2","2016-06-09 03:13:29"
"275","181","46 administrative regions","3","2016-06-09 03:13:29"
"276","181","2 autonomous cities","4","2016-06-09 03:13:29"
"277","181","1 autonomous region","5","2016-06-09 03:13:29"
"278","181","4 autonomous districts","6","2016-06-09 03:13:29"
"279","182","1 town council","1","2016-06-09 03:13:29"
"280","182","4 provinces","2","2016-06-09 03:13:29"
"281","194","13 provinces","1","2016-06-09 03:13:29"
"282","203","1 capital territory","1","2016-06-09 03:13:29"
"283","203","9 provinces","2","2016-06-09 03:13:29"
"284","197","25 districts","1","2016-06-09 03:13:29"
"285","210","18 states","1","2016-06-09 03:13:29"
"286","214","21 counties","1","2016-06-09 03:13:29"
"287","199","5 districts","1","2016-06-09 03:13:29"
"288","185","3 geographical entities","1","2016-06-09 03:13:29"
"289","202","211 communes","1","2016-06-09 03:13:29"
"290","201","8 regions","1","2016-06-09 03:13:29"
"291","198","1 area","1","2016-06-09 03:13:29"
"292","198","3 provinces","2","2016-06-09 03:13:29"
"293","192","9 municipalities","1","2016-06-09 03:13:29"
"294","195","14 regions","1","2016-06-09 03:13:29"
"295","204","18 regions","1","2016-06-09 03:13:29"
"296","211","10 districts","1","2016-06-09 03:13:29"
"297","207","10 states","1","2016-06-09 03:13:29"
"298","193","2 provinces","1","2016-06-09 03:13:29"
"299","66","14 departments","1","2016-06-09 03:13:29"
"300","216","14 provinces","1","2016-06-09 03:13:29"
"301","213","4 districts","1","2016-06-09 03:13:29"
"302","43","23 regions","1","2016-06-09 03:13:29"
"303","222","5 regions","1","2016-06-09 03:13:29"
"304","220","1 metropolitan administration","1","2016-06-09 03:13:29"
"305","220","1 special administrative city","2","2016-06-09 03:13:29"
"306","220","76 provinces","3","2016-06-09 03:13:29"
"307","218","1 autonomous region","1","2016-06-09 03:13:29"
"308","218","2 regions","2","2016-06-09 03:13:29"
"309","218","1 capital territory","3","2016-06-09 03:13:29"
"310","221","13 districts","1","2016-06-09 03:13:29"
"311","228","5 regions","1","2016-06-09 03:13:29"
"312","228","1 city","2","2016-06-09 03:13:29"
"313","226","24 governorates","1","2016-06-09 03:13:29"
"314","224","5 divisions","1","2016-06-09 03:13:29"
"315","227","81 provinces","1","2016-06-09 03:13:29"
"316","225","9 regions","1","2016-06-09 03:13:29"
"317","225","5 municipalities","2","2016-06-09 03:13:29"
"318","225","1 ward","3","2016-06-09 03:13:29"
"319","230","1 town council","1","2016-06-09 03:13:29"
"320","230","7 island councils","2","2016-06-09 03:13:29"
"321","217","13 districts","1","2016-06-09 03:13:29"
"322","217","3 municipalities","2","2016-06-09 03:13:29"
"323","217","6 special municipalities","3","2016-06-09 03:13:29"
"324","219","30 regions","1","2016-06-09 03:13:29"
"325","232","24 regions","1","2016-06-09 03:13:29"
"326","232","1 republic","2","2016-06-09 03:13:29"
"327","232","2 cities","3","2016-06-09 03:13:29"
"328","231","4 geographical regions","1","2016-06-09 03:13:29"
"329","231","111 districts","2","2016-06-09 03:13:29"
"330","231","1 city","3","2016-06-09 03:13:29"
"331","235","9 islands, groups of islands","1","2016-06-09 03:13:29"
"332","236","50 states","1","2016-06-09 03:13:29"
"333","236","1 district","2","2016-06-09 03:13:29"
"334","236","6 outlying areas","3","2016-06-09 03:13:29"
"335","237","19 departments","1","2016-06-09 03:13:29"
"336","238","1 city","1","2016-06-09 03:13:29"
"337","238","12 regions","2","2016-06-09 03:13:29"
"338","238","1 republic","3","2016-06-09 03:13:29"
"339","190","6 parishes","1","2016-06-09 03:13:29"
"340","240","1 federal dependency","1","2016-06-09 03:13:29"
"341","240","1 federal district","2","2016-06-09 03:13:29"
"342","240","23 states","3","2016-06-09 03:13:29"
"343","241","58 provinces","1","2016-06-09 03:13:29"
"344","241","5 municipalities","2","2016-06-09 03:13:29"
"345","239","6 provinces","1","2016-06-09 03:13:29"
"346","244","3 administrative precincts","1","2016-06-09 03:13:29"
"347","191","11 districts","1","2016-06-09 03:13:29"
"348","246","1 municipality","1","2016-06-09 03:13:29"
"349","246","21 governorates","2","2016-06-09 03:13:29"
"350","205","9 provinces","1","2016-06-09 03:13:29"
"351","247","10 provinces","1","2016-06-09 03:13:29"
"352","248","10 provinces","1","2016-06-09 03:13:29"
